code_region;nom_region;code_regroupe_scian;tri;nom_industrie;codes_scian;emploi_arrondi_2020;Taux_de_croissance_annuel_moyen_2021_2025
435;Montérégie;25;29;Finances;521, 522, 52A;30700;2
435;Montérégie;26;30;Sociétés d'assurance et activités connexes;524;12700;4
435;Montérégie;27;31;Services immobiliers et services de location et de location à bail;53;8700;1
435;Montérégie;28;32;Services juridiques et de comptabilité;5411, 5412;11300;2.3
435;Montérégie;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;15600;3.1
435;Montérégie;30;34;Conception de systèmes informatiques et services connexes;5415;14200;2.8
435;Montérégie;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;5600;3.5
435;Montérégie;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;7900;1.2
435;Montérégie;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;32200;2.5
435;Montérégie;34;38;Services d'enseignement;61;51600;1.4
435;Montérégie;35;39;Soins de santé;621,  622, 623;69300;1.4
435;Montérégie;36;40;Assistance sociale;624;22400;0.5
435;Montérégie;37;41;Industrie de l'information et industrie culturelle;51;14700;1.2
435;Montérégie;38;42;Arts, spectacles et loisirs;71;11700;5.9
435;Montérégie;39;43;Hébergement et restauration;72;34200;3.5
435;Montérégie;40;44;Autres services (sauf les administrations publiques);81;27700;2.9
435;Montérégie;41;45;Administrations publiques;91;39000;1.7
435;Montérégie;BD;14;Biens durables;;58100;3.6
435;Montérégie;BN;7;Biens non Durables;;50100;1.7
435;Montérégie;CO;25;Commerce;;133000;0.9
435;Montérégie;FB;6;Fabrication;;108200;2.8
440;Montréal;0;0;Total;Total;1015700;2
440;Montréal;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;;0
440;Montréal;2;2;Foresterie et Exploitation forestière;113, 1153;;0
440;Montréal;3;3;Extraction minière;21;2200;1.8
440;Montréal;4;4;Services publics;22;4400;0.9
440;Montréal;5;5;Construction;23;29500;2.1
440;Montréal;6;8;Aliments, boissons et tabac;311, 312;15500;4.2
440;Montréal;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;8300;2.1
440;Montréal;8;10;Papier;322;3900;1
440;Montréal;9;11;Impression et activités connexes de soutien;323;3400;1.1
440;Montréal;10;12;Pétrole, charbon et produits chimiques;324, 325;11000;1.8
440;Montréal;11;13;Produits en plastique et en caoutchouc;326;5300;1.5
440;Montréal;12;15;Produits en bois;321;;0
440;Montréal;13;16;Produits minéraux non métalliques;327;2700;0.7
440;Montréal;14;17;Première transformation des métaux;331;2600;1.5
440;Montréal;15;18;Produits métalliques;332;5100;1.9
440;Montréal;16;19;Machines;333;5500;2.1
440;Montréal;17;20;Produits informatiques, électroniques et électriques;334, 335;11200;3
440;Montréal;18;21;Produits aérospatiaux et leurs pièces;3364;10500;2
440;Montréal;19;22;Autres matériel de transport;336 (excluant 3364);3300;1.2
440;Montréal;20;23;Meubles et produits connexes;337;3000;1.9
440;Montréal;21;24;Activités diverses de fabrication;339;7600;2
440;Montréal;22;26;Commerce de gros;41;37500;1
440;Montréal;23;27;Commerce de détail;44, 45;108200;1.1
440;Montréal;24;28;Transport et entreposage;48, 49;61700;1.9
440;Montréal;25;29;Finances;521, 522, 52A;42800;2.1
440;Montréal;26;30;Sociétés d'assurance et activités connexes;524;17600;3.9
440;Montréal;27;31;Services immobiliers et services de location et de location à bail;53;21800;0.9
440;Montréal;28;32;Services juridiques et de comptabilité;5411, 5412;25700;2.4
440;Montréal;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;27100;2.7
440;Montréal;30;34;Conception de systèmes informatiques et services connexes;5415;51100;2.8
440;Montréal;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;20700;3.2
440;Montréal;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;15900;1.5
440;Montréal;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;49300;2.1
440;Montréal;34;38;Services d'enseignement;61;90800;2
440;Montréal;35;39;Soins de santé;621,  622, 623;104600;1.4
440;Montréal;36;40;Assistance sociale;624;26100;1
440;Montréal;37;41;Industrie de l'information et industrie culturelle;51;37400;1.5
440;Montréal;38;42;Arts, spectacles et loisirs;71;25700;4.5
440;Montréal;39;43;Hébergement et restauration;72;47700;3.6
440;Montréal;40;44;Autres services (sauf les administrations publiques);81;34500;2.2
440;Montréal;41;45;Administrations publiques;91;32500;1
440;Montréal;BD;14;Biens durables;;52800;2
440;Montréal;BN;7;Biens non Durables;;47400;2.5
440;Montréal;CO;25;Commerce;;145700;1.1
440;Montréal;FB;6;Fabrication;;100200;2.3
445;Laval;0;0;Total;Total;211300;1.9
445;Laval;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;;0
445;Laval;2;2;Foresterie et Exploitation forestière;113, 1153;;0
445;Laval;3;3;Extraction minière;21;;0
445;Laval;4;4;Services publics;22;;0
445;Laval;5;5;Construction;23;11900;2.1
445;Laval;6;8;Aliments, boissons et tabac;311, 312;3100;3
445;Laval;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;2200;0
445;Laval;8;10;Papier;322;;0
445;Laval;9;11;Impression et activités connexes de soutien;323;;0
445;Laval;10;12;Pétrole, charbon et produits chimiques;324, 325;;0
445;Laval;11;13;Produits en plastique et en caoutchouc;326;2400;2.5
445;Laval;12;15;Produits en bois;321;;0
445;Laval;13;16;Produits minéraux non métalliques;327;;0
445;Laval;14;17;Première transformation des métaux;331;;0
445;Laval;15;18;Produits métalliques;332;2600;2.2
445;Laval;16;19;Machines;333;2400;2.4
445;Laval;17;20;Produits informatiques, électroniques et électriques;334, 335;4500;-8.4
445;Laval;18;21;Produits aérospatiaux et leurs pièces;3364;2100;4.4
445;Laval;19;22;Autres matériel de transport;336 (excluant 3364);1500;2.5
445;Laval;20;23;Meubles et produits connexes;337;;0
445;Laval;21;24;Activités diverses de fabrication;339;;0
445;Laval;22;26;Commerce de gros;41;9700;6
445;Laval;23;27;Commerce de détail;44, 45;32500;1.3
445;Laval;24;28;Transport et entreposage;48, 49;10000;2.3
445;Laval;25;29;Finances;521, 522, 52A;7100;2.2
445;Laval;26;30;Sociétés d'assurance et activités connexes;524;2200;3.4
445;Laval;27;31;Services immobiliers et services de location et de location à bail;53;2400;2.5
445;Laval;28;32;Services juridiques et de comptabilité;5411, 5412;5000;2.7
445;Laval;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;3000;3.7
445;Laval;30;34;Conception de systèmes informatiques et services connexes;5415;8400;-2.8
445;Laval;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;2300;3.3
445;Laval;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;;0
445;Laval;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;6500;2.6
445;Laval;34;38;Services d'enseignement;61;14300;1.8
445;Laval;35;39;Soins de santé;621,  622, 623;26400;1.6
445;Laval;36;40;Assistance sociale;624;7400;0.8
445;Laval;37;41;Industrie de l'information et industrie culturelle;51;6100;1.3
445;Laval;38;42;Arts, spectacles et loisirs;71;5400;1.4
445;Laval;39;43;Hébergement et restauration;72;9000;3.7
445;Laval;40;44;Autres services (sauf les administrations publiques);81;5500;5.2
445;Laval;41;45;Administrations publiques;91;7100;2.2
445;Laval;BD;14;Biens durables;;16700;0
445;Laval;BN;7;Biens non Durables;;9700;2
445;Laval;CO;25;Commerce;;42200;2.5
445;Laval;FB;6;Fabrication;;26400;0.8
450;Lanaudière;0;0;Total;Total;264700;2
450;Lanaudière;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;2000;3.9
450;Lanaudière;2;2;Foresterie et Exploitation forestière;113, 1153;;0
450;Lanaudière;3;3;Extraction minière;21;;0
450;Lanaudière;4;4;Services publics;22;2100;1.8
450;Lanaudière;5;5;Construction;23;30500;2.2
450;Lanaudière;6;8;Aliments, boissons et tabac;311, 312;6100;1.9
450;Lanaudière;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
450;Lanaudière;8;10;Papier;322;;0
450;Lanaudière;9;11;Impression et activités connexes de soutien;323;;0
450;Lanaudière;10;12;Pétrole, charbon et produits chimiques;324, 325;2000;1.9
450;Lanaudière;11;13;Produits en plastique et en caoutchouc;326;2400;1.6
450;Lanaudière;12;15;Produits en bois;321;2700;1.4
450;Lanaudière;13;16;Produits minéraux non métalliques;327;;0
450;Lanaudière;14;17;Première transformation des métaux;331;;0
450;Lanaudière;15;18;Produits métalliques;332;;0
450;Lanaudière;16;19;Machines;333;2500;4.4
450;Lanaudière;17;20;Produits informatiques, électroniques et électriques;334, 335;;0
450;Lanaudière;18;21;Produits aérospatiaux et leurs pièces;3364;;0
450;Lanaudière;19;22;Autres matériel de transport;336 (excluant 3364);1500;2.5
450;Lanaudière;20;23;Meubles et produits connexes;337;1900;3
450;Lanaudière;21;24;Activités diverses de fabrication;339;;0
450;Lanaudière;22;26;Commerce de gros;41;13400;1.4
450;Lanaudière;23;27;Commerce de détail;44, 45;32000;1.3
450;Lanaudière;24;28;Transport et entreposage;48, 49;14800;2.1
450;Lanaudière;25;29;Finances;521, 522, 52A;7000;2.2
450;Lanaudière;26;30;Sociétés d'assurance et activités connexes;524;4600;2.1
450;Lanaudière;27;31;Services immobiliers et services de location et de location à bail;53;2600;1.5
450;Lanaudière;28;32;Services juridiques et de comptabilité;5411, 5412;5200;2.3
450;Lanaudière;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;4200;2.7
450;Lanaudière;30;34;Conception de systèmes informatiques et services connexes;5415;3500;3.2
450;Lanaudière;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;;0
450;Lanaudière;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;1800;2.1
450;Lanaudière;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;5600;1.7
450;Lanaudière;34;38;Services d'enseignement;61;17200;1.7
450;Lanaudière;35;39;Soins de santé;621,  622, 623;37300;1.5
450;Lanaudière;36;40;Assistance sociale;624;8400;1.2
450;Lanaudière;37;41;Industrie de l'information et industrie culturelle;51;5600;1.6
450;Lanaudière;38;42;Arts, spectacles et loisirs;71;4400;4.6
450;Lanaudière;39;43;Hébergement et restauration;72;11600;3.8
450;Lanaudière;40;44;Autres services (sauf les administrations publiques);81;10600;3.2
450;Lanaudière;41;45;Administrations publiques;91;11900;1.6
450;Lanaudière;BD;14;Biens durables;;13500;2.6
450;Lanaudière;BN;7;Biens non Durables;;12700;1.7
450;Lanaudière;CO;25;Commerce;;45400;1.3
450;Lanaudière;FB;6;Fabrication;;26200;2.2
455;Laurentides;0;0;Total;Total;281800;2.4
455;Laurentides;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;4300;1.4
455;Laurentides;2;2;Foresterie et Exploitation forestière;113, 1153;;0
455;Laurentides;3;3;Extraction minière;21;;0
455;Laurentides;4;4;Services publics;22;;0
455;Laurentides;5;5;Construction;23;30800;1.8
455;Laurentides;6;8;Aliments, boissons et tabac;311, 312;4900;1.6
455;Laurentides;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
455;Laurentides;8;10;Papier;322;;0
455;Laurentides;9;11;Impression et activités connexes de soutien;323;;0
455;Laurentides;10;12;Pétrole, charbon et produits chimiques;324, 325;3100;2.5
455;Laurentides;11;13;Produits en plastique et en caoutchouc;326;;0
455;Laurentides;12;15;Produits en bois;321;2300;0
455;Laurentides;13;16;Produits minéraux non métalliques;327;;0
455;Laurentides;14;17;Première transformation des métaux;331;2000;0
455;Laurentides;15;18;Produits métalliques;332;2900;1.3
455;Laurentides;16;19;Machines;333;2700;3.5
455;Laurentides;17;20;Produits informatiques, électroniques et électriques;334, 335;2200;4.2
455;Laurentides;18;21;Produits aérospatiaux et leurs pièces;3364;5600;2.4
455;Laurentides;19;22;Autres matériel de transport;336 (excluant 3364);2600;3.6
455;Laurentides;20;23;Meubles et produits connexes;337;2100;3.5
455;Laurentides;21;24;Activités diverses de fabrication;339;;0
455;Laurentides;22;26;Commerce de gros;41;11100;0.9
455;Laurentides;23;27;Commerce de détail;44, 45;24700;5.1
455;Laurentides;24;28;Transport et entreposage;48, 49;12900;2.1
455;Laurentides;25;29;Finances;521, 522, 52A;5600;2.7
455;Laurentides;26;30;Sociétés d'assurance et activités connexes;524;3100;3
455;Laurentides;27;31;Services immobiliers et services de location et de location à bail;53;4000;1.5
455;Laurentides;28;32;Services juridiques et de comptabilité;5411, 5412;6000;0.3
455;Laurentides;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;5600;0.7
455;Laurentides;30;34;Conception de systèmes informatiques et services connexes;5415;7400;3.3
455;Laurentides;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;3400;3.8
455;Laurentides;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;1500;2.5
455;Laurentides;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;15500;0.9
455;Laurentides;34;38;Services d'enseignement;61;19300;1.9
455;Laurentides;35;39;Soins de santé;621,  622, 623;29900;1.8
455;Laurentides;36;40;Assistance sociale;624;9800;1
455;Laurentides;37;41;Industrie de l'information et industrie culturelle;51;4200;1.8
455;Laurentides;38;42;Arts, spectacles et loisirs;71;5400;6.2
455;Laurentides;39;43;Hébergement et restauration;72;18800;3.7
455;Laurentides;40;44;Autres services (sauf les administrations publiques);81;9500;3.3
455;Laurentides;41;45;Administrations publiques;91;11000;2.3
455;Laurentides;BD;14;Biens durables;;24400;2.5
455;Laurentides;BN;7;Biens non Durables;;11300;2
455;Laurentides;CO;25;Commerce;;35800;3.8
455;Laurentides;FB;6;Fabrication;;35700;2.4
460;Outaouais;0;0;Total;Total;188300;1.9
460;Outaouais;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;2100;0.9
460;Outaouais;2;2;Foresterie et Exploitation forestière;113, 1153;;0
460;Outaouais;3;3;Extraction minière;21;;0
460;Outaouais;4;4;Services publics;22;;0
460;Outaouais;5;5;Construction;23;14800;1.7
460;Outaouais;6;8;Aliments, boissons et tabac;311, 312;;0
460;Outaouais;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
460;Outaouais;8;10;Papier;322;;0
460;Outaouais;9;11;Impression et activités connexes de soutien;323;;0
460;Outaouais;10;12;Pétrole, charbon et produits chimiques;324, 325;;0
460;Outaouais;11;13;Produits en plastique et en caoutchouc;326;;0
460;Outaouais;12;15;Produits en bois;321;;0
460;Outaouais;13;16;Produits minéraux non métalliques;327;;0
460;Outaouais;14;17;Première transformation des métaux;331;;0
460;Outaouais;15;18;Produits métalliques;332;;0
460;Outaouais;16;19;Machines;333;;0
460;Outaouais;17;20;Produits informatiques, électroniques et électriques;334, 335;;0
460;Outaouais;18;21;Produits aérospatiaux et leurs pièces;3364;;0
460;Outaouais;19;22;Autres matériel de transport;336 (excluant 3364);;0
460;Outaouais;20;23;Meubles et produits connexes;337;;0
460;Outaouais;21;24;Activités diverses de fabrication;339;;0
460;Outaouais;22;26;Commerce de gros;41;2300;0.9
460;Outaouais;23;27;Commerce de détail;44, 45;20100;1.3
460;Outaouais;24;28;Transport et entreposage;48, 49;9000;2.1
460;Outaouais;25;29;Finances;521, 522, 52A;3300;2.3
460;Outaouais;26;30;Sociétés d'assurance et activités connexes;524;;0
460;Outaouais;27;31;Services immobiliers et services de location et de location à bail;53;2800;1.4
460;Outaouais;28;32;Services juridiques et de comptabilité;5411, 5412;2500;2.3
460;Outaouais;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;1700;3.3
460;Outaouais;30;34;Conception de systèmes informatiques et services connexes;5415;2400;3.1
460;Outaouais;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;;0
460;Outaouais;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;;0
460;Outaouais;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;7300;2.6
460;Outaouais;34;38;Services d'enseignement;61;18100;1.5
460;Outaouais;35;39;Soins de santé;621,  622, 623;19100;1.5
460;Outaouais;36;40;Assistance sociale;624;6900;0.9
460;Outaouais;37;41;Industrie de l'information et industrie culturelle;51;2700;1.4
460;Outaouais;38;42;Arts, spectacles et loisirs;71;2600;6.1
460;Outaouais;39;43;Hébergement et restauration;72;7300;3.6
460;Outaouais;40;44;Autres services (sauf les administrations publiques);81;5500;3.1
460;Outaouais;41;45;Administrations publiques;91;47000;1.7
460;Outaouais;BD;14;Biens durables;;3400;2.8
460;Outaouais;BN;7;Biens non Durables;;2500;1.6
460;Outaouais;CO;25;Commerce;;22400;1.2
460;Outaouais;FB;6;Fabrication;;5900;2.3
465;Abitibi-Témiscamingue;0;0;Total;Total;68500;1.7
465;Abitibi-Témiscamingue;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;;0
465;Abitibi-Témiscamingue;2;2;Foresterie et Exploitation forestière;113, 1153;;0
465;Abitibi-Témiscamingue;3;3;Extraction minière;21;7500;3.7
465;Abitibi-Témiscamingue;4;4;Services publics;22;;0
465;Abitibi-Témiscamingue;5;5;Construction;23;4500;1.7
465;Abitibi-Témiscamingue;6;8;Aliments, boissons et tabac;311, 312;;0
465;Abitibi-Témiscamingue;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
465;Abitibi-Témiscamingue;8;10;Papier;322;;0
465;Abitibi-Témiscamingue;9;11;Impression et activités connexes de soutien;323;;0
465;Abitibi-Témiscamingue;10;12;Pétrole, charbon et produits chimiques;324, 325;;0
465;Abitibi-Témiscamingue;11;13;Produits en plastique et en caoutchouc;326;;0
465;Abitibi-Témiscamingue;12;15;Produits en bois;321;1900;2
465;Abitibi-Témiscamingue;13;16;Produits minéraux non métalliques;327;;0
465;Abitibi-Témiscamingue;14;17;Première transformation des métaux;331;;0
465;Abitibi-Témiscamingue;15;18;Produits métalliques;332;;0
465;Abitibi-Témiscamingue;16;19;Machines;333;;0
465;Abitibi-Témiscamingue;17;20;Produits informatiques, électroniques et électriques;334, 335;;0
465;Abitibi-Témiscamingue;18;21;Produits aérospatiaux et leurs pièces;3364;;0
465;Abitibi-Témiscamingue;19;22;Autres matériel de transport;336 (excluant 3364);;0
465;Abitibi-Témiscamingue;20;23;Meubles et produits connexes;337;;0
465;Abitibi-Témiscamingue;21;24;Activités diverses de fabrication;339;;0
465;Abitibi-Témiscamingue;22;26;Commerce de gros;41;2600;2.2
465;Abitibi-Témiscamingue;23;27;Commerce de détail;44, 45;8300;0.5
465;Abitibi-Témiscamingue;24;28;Transport et entreposage;48, 49;3600;2.6
465;Abitibi-Témiscamingue;25;29;Finances;521, 522, 52A;;0
465;Abitibi-Témiscamingue;26;30;Sociétés d'assurance et activités connexes;524;;0
465;Abitibi-Témiscamingue;27;31;Services immobiliers et services de location et de location à bail;53;;0
465;Abitibi-Témiscamingue;28;32;Services juridiques et de comptabilité;5411, 5412;;0
465;Abitibi-Témiscamingue;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;;0
465;Abitibi-Témiscamingue;30;34;Conception de systèmes informatiques et services connexes;5415;;0
465;Abitibi-Témiscamingue;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;;0
465;Abitibi-Témiscamingue;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;;0
465;Abitibi-Témiscamingue;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;1900;1
465;Abitibi-Témiscamingue;34;38;Services d'enseignement;61;5400;0.7
465;Abitibi-Témiscamingue;35;39;Soins de santé;621,  622, 623;7700;2.2
465;Abitibi-Témiscamingue;36;40;Assistance sociale;624;3500;1.6
465;Abitibi-Témiscamingue;37;41;Industrie de l'information et industrie culturelle;51;;0
465;Abitibi-Témiscamingue;38;42;Arts, spectacles et loisirs;71;;0
465;Abitibi-Témiscamingue;39;43;Hébergement et restauration;72;2700;2.1
465;Abitibi-Témiscamingue;40;44;Autres services (sauf les administrations publiques);81;3200;0
465;Abitibi-Témiscamingue;41;45;Administrations publiques;91;3000;0.7
465;Abitibi-Témiscamingue;BD;14;Biens durables;;4000;2.8
465;Abitibi-Témiscamingue;BN;7;Biens non Durables;;2200;0.9
465;Abitibi-Témiscamingue;CO;25;Commerce;;10900;0.9
465;Abitibi-Témiscamingue;FB;6;Fabrication;;6200;2.2
470;Mauricie;0;0;Total;Total;123800;1.6
470;Mauricie;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;3200;0.6
470;Mauricie;2;2;Foresterie et Exploitation forestière;113, 1153;;0
470;Mauricie;3;3;Extraction minière;21;;0
470;Mauricie;4;4;Services publics;22;;0
470;Mauricie;5;5;Construction;23;8200;1.2
470;Mauricie;6;8;Aliments, boissons et tabac;311, 312;2200;1.8
470;Mauricie;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
470;Mauricie;8;10;Papier;322;1800;2.1
470;Mauricie;9;11;Impression et activités connexes de soutien;323;;0
470;Mauricie;10;12;Pétrole, charbon et produits chimiques;324, 325;;0
470;Mauricie;11;13;Produits en plastique et en caoutchouc;326;;0
470;Mauricie;12;15;Produits en bois;321;1600;0
470;Mauricie;13;16;Produits minéraux non métalliques;327;;0
470;Mauricie;14;17;Première transformation des métaux;331;;0
470;Mauricie;15;18;Produits métalliques;332;;0
470;Mauricie;16;19;Machines;333;;0
470;Mauricie;17;20;Produits informatiques, électroniques et électriques;334, 335;;0
470;Mauricie;18;21;Produits aérospatiaux et leurs pièces;3364;;0
470;Mauricie;19;22;Autres matériel de transport;336 (excluant 3364);;0
470;Mauricie;20;23;Meubles et produits connexes;337;;0
470;Mauricie;21;24;Activités diverses de fabrication;339;;0
470;Mauricie;22;26;Commerce de gros;41;2100;1.8
470;Mauricie;23;27;Commerce de détail;44, 45;17000;0.4
470;Mauricie;24;28;Transport et entreposage;48, 49;5900;2
470;Mauricie;25;29;Finances;521, 522, 52A;3000;0.7
470;Mauricie;26;30;Sociétés d'assurance et activités connexes;524;;0
470;Mauricie;27;31;Services immobiliers et services de location et de location à bail;53;;0
470;Mauricie;28;32;Services juridiques et de comptabilité;5411, 5412;1700;1.1
470;Mauricie;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;1600;2.4
470;Mauricie;30;34;Conception de systèmes informatiques et services connexes;5415;;0
470;Mauricie;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;;0
470;Mauricie;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;;0
470;Mauricie;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;3900;1.5
470;Mauricie;34;38;Services d'enseignement;61;9700;0.9
470;Mauricie;35;39;Soins de santé;621,  622, 623;20200;1
470;Mauricie;36;40;Assistance sociale;624;5000;1.2
470;Mauricie;37;41;Industrie de l'information et industrie culturelle;51;;0
470;Mauricie;38;42;Arts, spectacles et loisirs;71;2500;2.3
470;Mauricie;39;43;Hébergement et restauration;72;6400;2.1
470;Mauricie;40;44;Autres services (sauf les administrations publiques);81;4400;2.2
470;Mauricie;41;45;Administrations publiques;91;8400;1.4
470;Mauricie;BD;14;Biens durables;;8000;4.7
470;Mauricie;BN;7;Biens non Durables;;5300;2.6
470;Mauricie;CO;25;Commerce;;19100;0.5
470;Mauricie;FB;6;Fabrication;;13300;3.9
475;Saguenay-Lac-Saint-Jean;0;0;Total;Total;122800;1.2
475;Saguenay-Lac-Saint-Jean;1;1;Agriculture, pêche et chasse;111A, 1114, 112A, 1125, 114, 115A;2900;0.8
475;Saguenay-Lac-Saint-Jean;2;2;Foresterie et Exploitation forestière;113, 1153;3300;2.7
475;Saguenay-Lac-Saint-Jean;3;3;Extraction minière;21;1600;2.9
475;Saguenay-Lac-Saint-Jean;4;4;Services publics;22;;0
475;Saguenay-Lac-Saint-Jean;5;5;Construction;23;8800;1.8
475;Saguenay-Lac-Saint-Jean;6;8;Aliments, boissons et tabac;311, 312;;0
475;Saguenay-Lac-Saint-Jean;7;9;Textiles et produits textiles et Vêtements et produits en cuir;313, 314, 315, 316;;0
475;Saguenay-Lac-Saint-Jean;8;10;Papier;322;;0
475;Saguenay-Lac-Saint-Jean;9;11;Impression et activités connexes de soutien;323;;0
475;Saguenay-Lac-Saint-Jean;10;12;Pétrole, charbon et produits chimiques;324, 325;;0
475;Saguenay-Lac-Saint-Jean;11;13;Produits en plastique et en caoutchouc;326;;0
475;Saguenay-Lac-Saint-Jean;12;15;Produits en bois;321;2400;1.3
475;Saguenay-Lac-Saint-Jean;13;16;Produits minéraux non métalliques;327;;0
475;Saguenay-Lac-Saint-Jean;14;17;Première transformation des métaux;331;5800;2.6
475;Saguenay-Lac-Saint-Jean;15;18;Produits métalliques;332;;0
475;Saguenay-Lac-Saint-Jean;16;19;Machines;333;;0
475;Saguenay-Lac-Saint-Jean;17;20;Produits informatiques, électroniques et électriques;334, 335;;0
475;Saguenay-Lac-Saint-Jean;18;21;Produits aérospatiaux et leurs pièces;3364;;0
475;Saguenay-Lac-Saint-Jean;19;22;Autres matériel de transport;336 (excluant 3364);;0
475;Saguenay-Lac-Saint-Jean;20;23;Meubles et produits connexes;337;;0
475;Saguenay-Lac-Saint-Jean;21;24;Activités diverses de fabrication;339;;0
475;Saguenay-Lac-Saint-Jean;22;26;Commerce de gros;41;2900;-0.7
475;Saguenay-Lac-Saint-Jean;23;27;Commerce de détail;44, 45;16100;-0.7
475;Saguenay-Lac-Saint-Jean;24;28;Transport et entreposage;48, 49;5000;2.1
475;Saguenay-Lac-Saint-Jean;25;29;Finances;521, 522, 52A;1900;1.1
475;Saguenay-Lac-Saint-Jean;26;30;Sociétés d'assurance et activités connexes;524;;0
475;Saguenay-Lac-Saint-Jean;27;31;Services immobiliers et services de location et de location à bail;53;;0
475;Saguenay-Lac-Saint-Jean;28;32;Services juridiques et de comptabilité;5411, 5412;2300;2.1
475;Saguenay-Lac-Saint-Jean;29;33;Architecture, génie et services connexes et services spécialisés de design;5413, 5414;2600;2.4
475;Saguenay-Lac-Saint-Jean;30;34;Conception de systèmes informatiques et services connexes;5415;1800;2.9
475;Saguenay-Lac-Saint-Jean;31;35;Services de conseils en gestion et de conseils scientifiques et techniques ET Services de recherche et de développement scientifiques;5416, 5417;;0
475;Saguenay-Lac-Saint-Jean;32;36;Publicité, relations publiques et services connexes ET Autres services professionnels, scientifiques et techniques;5418, 5419;;0
475;Saguenay-Lac-Saint-Jean;33;37;Gestion de sociétés et d'entreprises ET Services administratifs, de soutien et autres;55, 56;4300;1.5
475;Saguenay-Lac-Saint-Jean;34;38;Services d'enseignement;61;8200;-0.4
475;Saguenay-Lac-Saint-Jean;35;39;Soins de santé;621,  622, 623;15700;1.3
475;Saguenay-Lac-Saint-Jean;36;40;Assistance sociale;624;5500;1.4
475;Saguenay-Lac-Saint-Jean;37;41;Industrie de l'information et industrie culturelle;51;1500;1.4
